altitude,geo_altitude,height,horizontal_accuracy,location.lat,location.lon,pressure,speed_accuracy,time,velocity.x,velocity.y,velocity.z,vertical_accuracy
23.26,-2.3039610607586205,0.89,92.6,1.2801072597503662,103.85476684570312,1010.4587666715618,,2025-07-26T06:03:54.500000Z,7.2,0.0,1.8,45.0
23.26,-2.8074857334675833,0.89,92.6,1.2801072597503662,103.85477447509766,1010.4587666715618,,2025-07-26T06:03:54.800000Z,7.2,0.0,1.8,45.0
23.38,-3.311010406176546,1.01,92.6,1.2801072597503662,103.85479736328125,1010.4454160714523,,2025-07-26T06:03:55Z,7.2,0.0,1.8,45.0
23.38,-3.6466935213158544,1.01,92.6,1.2800730466842651,103.85480499267578,1010.4454160714523,,2025-07-26T06:03:55.300000Z,7.0,-0.2,1.8,45.0
23.6,-31.004867405169495,1.23,92.6,1.2803363800048828,103.85504150390625,1010.4187148712333,,2025-07-26T06:04:05Z,4.800000000000001,3.6,1.2000000000000002,150.0
23.6,-32.51544142329639,1.23,92.6,1.2802927494049072,103.85498046875,1010.4187148712333,,2025-07-26T06:04:05.300000Z,4.4,2.2,1.4000000000000001,150.0
23.6,-34.19385699899293,1.23,92.6,1.2802685499191284,103.85494232177734,1010.4187148712333,,2025-07-26T06:04:05.500000Z,4.2,1.2000000000000002,1.2000000000000002,150.0
23.6,-34.19385699899293,1.23,92.6,1.280258059501648,103.85490417480469,1010.4187148712333,,2025-07-26T06:04:05.800000Z,3.8000000000000003,0.8,1.2000000000000002,150.0
23.6,-1.968277945619312,1.23,92.6,1.280402660369873,103.85484313964844,1010.4187148712333,,2025-07-26T06:04:06Z,3.6,0.4,0.6000000000000001,150.0
23.6,8.270057066129597,1.23,92.6,1.280447006225586,103.85484313964844,1010.4187148712333,,2025-07-26T06:04:06.300000Z,3.4000000000000004,0.4,0.0,45.0
23.6,15.822927156764038,1.23,92.6,1.2804734706878662,103.85485076904297,1010.4187148712333,,2025-07-26T06:04:06.500000Z,3.2,0.2,-0.4,45.0
23.6,19.683282980866085,1.23,30.0,1.2804875373840332,103.8548583984375,1010.4187148712333,,2025-07-26T06:04:06.800000Z,2.6,0.2,-0.6000000000000001,45.0
23.6,22.033064786841244,1.23,30.0,1.2804936170578003,103.8548583984375,1010.4187148712333,,2025-07-26T06:04:07Z,2.4000000000000004,0.4,-0.8,45.0
23.6,23.543638804968133,1.23,30.0,1.2804969549179077,103.8548583984375,1010.4187148712333,,2025-07-26T06:04:07.300000Z,2.0,0.4,-1.0,45.0
23.6,25.222054380664677,1.23,30.0,1.280498743057251,103.85485076904297,1010.4187148712333,,2025-07-26T06:04:07.500000Z,1.4000000000000001,1.0,-1.2000000000000002,45.0
23.6,26.73262839879156,1.23,30.0,1.2805018424987793,103.85485076904297,1010.4187148712333,,2025-07-26T06:04:07.800000Z,0.8,1.2000000000000002,-1.2000000000000002,45.0
23.6,27.571836186639835,1.23,30.0,1.2805079221725464,103.85485076904297,1010.4187148712333,,2025-07-26T06:04:08Z,1.0,1.2000000000000002,-1.2000000000000002,45.0
23.71,28.24320241691845,1.34,30.0,1.2805119752883911,103.85485076904297,1010.4053642711239,,2025-07-26T06:04:08.300000Z,0.6000000000000001,1.2000000000000002,-1.2000000000000002,45.0
23.71,28.57888553205776,1.34,30.0,1.2805145978927612,103.85485076904297,1010.4053642711239,,2025-07-26T06:04:08.500000Z,0.2,1.2000000000000002,-1.2000000000000002,25.0
23.71,29.082410204766724,1.34,30.0,1.2805180549621582,103.85484313964844,1010.4053642711239,,2025-07-26T06:04:08.800000Z,0.0,1.2000000000000002,-1.2000000000000002,25.0
23.71,29.75377643504534,1.34,30.0,1.2805202007293701,103.85484313964844,1010.4053642711239,,2025-07-26T06:04:09Z,0.2,1.2000000000000002,-1.2000000000000002,25.0
23.6,30.425142665323957,1.23,30.0,1.2805219888687134,103.85484313964844,1010.4187148712333,,2025-07-26T06:04:09.300000Z,0.4,1.0,-1.4000000000000001,25.0
23.6,30.92866733803292,1.23,30.0,1.2805242538452148,103.85484313964844,1010.4187148712333,,2025-07-26T06:04:09.500000Z,0.6000000000000001,1.0,-1.4000000000000001,25.0
23.6,31.600033568311535,1.23,30.0,1.2805267572402954,103.85484313964844,1010.4187148712333,,2025-07-26T06:04:09.800000Z,0.6000000000000001,0.8,-1.4000000000000001,25.0
23.6,31.935716683450845,1.23,30.0,1.2805296182632446,103.85484313964844,1010.4187148712333,,2025-07-26T06:04:10Z,0.6000000000000001,0.8,-1.4000000000000001,25.0
23.6,32.1035582410205,1.23,30.0,1.2805322408676147,103.85485076904297,1010.4187148712333,,2025-07-26T06:04:10.300000Z,0.8,0.8,-1.4000000000000001,25.0
23.6,31.935716683450845,1.23,30.0,1.2805334329605103,103.85485076904297,1010.4187148712333,,2025-07-26T06:04:10.500000Z,1.0,0.8,-1.4000000000000001,25.0
23.6,31.935716683450845,1.23,30.0,1.2805336713790894,103.85485076904297,1010.4187148712333,,2025-07-26T06:04:10.800000Z,1.0,0.6000000000000001,-1.4000000000000001,25.0
23.6,31.76787512588119,1.23,30.0,1.2805343866348267,103.85485076904297,1010.4187148712333,,2025-07-26T06:04:11Z,1.0,0.6000000000000001,-1.4000000000000001,25.0
23.6,31.600033568311535,1.23,30.0,1.280534267425537,103.8548583984375,1010.4187148712333,,2025-07-26T06:04:11.300000Z,1.0,0.6000000000000001,-1.4000000000000001,25.0
23.6,31.600033568311535,1.23,30.0,1.280534267425537,103.8548583984375,1010.4187148712333,,2025-07-26T06:04:11.500000Z,1.0,0.6000000000000001,-1.4000000000000001,25.0
23.6,31.600033568311535,1.23,30.0,1.2805335521697998,103.85486602783203,1010.4187148712333,,2025-07-26T06:04:11.800000Z,1.0,0.4,-1.4000000000000001,25.0
23.6,31.76787512588119,1.23,30.0,1.2805325984954834,103.85486602783203,1010.4187148712333,,2025-07-26T06:04:12Z,1.0,0.4,-1.4000000000000001,25.0
23.6,31.600033568311535,1.23,30.0,1.2805324792861938,103.85487365722656,1010.4187148712333,,2025-07-26T06:04:12.300000Z,1.0,0.4,-1.4000000000000001,25.0
23.6,31.935716683450845,1.23,30.0,1.2805317640304565,103.8548812866211,1010.4187148712333,,2025-07-26T06:04:12.500000Z,1.2000000000000002,0.4,-1.4000000000000001,25.0
23.6,32.27139979859015,1.23,30.0,1.2805315256118774,103.8548812866211,1010.4187148712333,,2025-07-26T06:04:12.800000Z,1.0,0.4,-1.4000000000000001,25.0
23.6,32.439241356159805,1.23,30.0,1.2805310487747192,103.85489654541016,1010.4187148712333,,2025-07-26T06:04:13.300000Z,1.0,0.4,-1.2000000000000002,25.0
23.6,32.439241356159805,1.23,30.0,1.2805302143096924,103.85489654541016,1010.4187148712333,,2025-07-26T06:04:13.500000Z,1.2000000000000002,0.4,-1.2000000000000002,25.0
23.6,32.439241356159805,1.23,30.0,1.2805302143096924,103.85489654541016,1010.4187148712333,,2025-07-26T06:04:13.800000Z,1.2000000000000002,0.4,-1.2000000000000002,25.0
23.6,32.774924471299116,1.23,30.0,1.280530333518982,103.85489654541016,1010.4187148712333,,2025-07-26T06:04:14Z,1.2000000000000002,0.2,-1.2000000000000002,25.0
23.82,32.774924471299116,1.45,30.0,1.2805297374725342,103.85490417480469,1010.3920136710144,,2025-07-26T06:04:14.300000Z,1.2000000000000002,0.0,-1.2000000000000002,25.0
23.82,31.432192010741883,1.45,30.0,1.280522346496582,103.85491180419922,1010.3920136710144,,2025-07-26T06:04:14.500000Z,1.4000000000000001,0.0,-1.0,25.0
23.82,29.921617992614994,1.45,30.0,1.2805155515670776,103.85491943359375,1010.3920136710144,,2025-07-26T06:04:14.800000Z,1.6,0.0,-0.8,25.0
23.82,29.41809331990603,1.45,30.0,1.2805142402648926,103.85492706298828,1010.3920136710144,,2025-07-26T06:04:15Z,1.6,0.0,-0.6000000000000001,25.0
23.71,29.250251762336376,1.34,30.0,1.280512809753418,103.85492706298828,1010.4053642711239,,2025-07-26T06:04:15.300000Z,1.6,0.0,-0.6000000000000001,25.0
23.71,29.41809331990603,1.34,30.0,1.280511498451233,103.85492706298828,1010.4053642711239,,2025-07-26T06:04:15.500000Z,1.6,0.0,-0.6000000000000001,25.0
23.71,29.75377643504534,1.34,30.0,1.2805101871490479,103.85493469238281,1010.4053642711239,,2025-07-26T06:04:15.800000Z,1.6,0.0,-0.6000000000000001,25.0
23.71,29.921617992614994,1.34,30.0,1.2805087566375732,103.85493469238281,1010.4053642711239,,2025-07-26T06:04:16Z,1.6,0.0,-0.8,25.0
23.71,30.08945955018465,1.34,30.0,1.2805076837539673,103.85493469238281,1010.4053642711239,,2025-07-26T06:04:16.300000Z,1.8,0.0,-0.8,25.0
23.71,30.08945955018465,1.34,30.0,1.2805064916610718,103.85494232177734,1010.4053642711239,,2025-07-26T06:04:16.500000Z,1.6,0.0,-0.8,25.0
23.71,30.425142665323957,1.34,30.0,1.2805060148239136,103.85494232177734,1010.4053642711239,,2025-07-26T06:04:16.800000Z,1.6,-0.2,-0.6000000000000001,25.0
23.71,30.2573011077543,1.34,30.0,1.280504822731018,103.85494995117188,1010.4053642711239,,2025-07-26T06:04:17Z,1.4000000000000001,-0.2,-0.6000000000000001,25.0
23.6,32.1035582410205,1.23,30.0,1.2805116176605225,103.85494995117188,1010.4187148712333,,2025-07-26T06:04:17.300000Z,1.4000000000000001,-0.2,-0.6000000000000001,25.0
23.6,32.27139979859015,1.23,30.0,1.2805111408233643,103.8549575805664,1010.4187148712333,,2025-07-26T06:04:17.500000Z,1.2000000000000002,0.0,-0.6000000000000001,25.0
23.6,32.607082913729464,1.23,30.0,1.2805105447769165,103.8549575805664,1010.4187148712333,,2025-07-26T06:04:17.800000Z,1.2000000000000002,0.0,-0.6000000000000001,25.0
23.6,32.1035582410205,1.23,30.0,1.280505657196045,103.85496520996094,1010.4187148712333,,2025-07-26T06:04:18Z,1.2000000000000002,0.0,-0.6000000000000001,25.0
23.6,31.600033568311535,1.23,30.0,1.2805007696151733,103.85497283935547,1010.4187148712333,,2025-07-26T06:04:18.300000Z,1.2000000000000002,0.0,-0.4,25.0
23.6,30.592984222893612,1.23,30.0,1.2804944515228271,103.85497283935547,1010.4187148712333,,2025-07-26T06:04:18.500000Z,1.0,-0.2,-0.4,25.0
23.6,29.41809331990603,1.23,30.0,1.2804887294769287,103.85497283935547,1010.4187148712333,,2025-07-26T06:04:18.800000Z,1.0,-0.4,-0.4,25.0
23.6,28.411043974488106,1.23,30.0,1.2804827690124512,103.85498046875,1010.4187148712333,,2025-07-26T06:04:19Z,1.0,-0.6000000000000001,-0.4,25.0
23.6,27.739677744209487,1.23,30.0,1.280478835105896,103.85498809814453,1010.4187148712333,,2025-07-26T06:04:19.300000Z,0.8,-0.6000000000000001,-0.4,25.0
23.6,27.40399462907018,1.23,30.0,1.2804752588272095,103.85499572753906,1010.4187148712333,,2025-07-26T06:04:19.500000Z,0.8,-0.6000000000000001,-0.6000000000000001,25.0
23.6,27.068311513930873,1.23,30.0,1.2804710865020752,103.8550033569336,1010.4187148712333,,2025-07-26T06:04:19.800000Z,0.8,-0.8,-0.6000000000000001,25.0
23.6,26.56478684122191,1.23,30.0,1.2804677486419678,103.8550033569336,1010.4187148712333,,2025-07-26T06:04:20Z,0.8,-0.6000000000000001,-0.6000000000000001,25.0
23.71,26.2291037260826,1.34,30.0,1.280466079711914,103.85501098632812,1010.4053642711239,,2025-07-26T06:04:20.300000Z,0.8,-0.6000000000000001,-0.4,25.0
23.71,26.061262168512947,1.34,30.0,1.2804638147354126,103.85501098632812,1010.4053642711239,,2025-07-26T06:04:20.500000Z,0.8,-0.6000000000000001,-0.6000000000000001,25.0
23.71,25.72557905337364,1.34,30.0,1.2804596424102783,103.85501098632812,1010.4053642711239,,2025-07-26T06:04:20.800000Z,0.8,-0.6000000000000001,-0.6000000000000001,25.0
23.71,24.886371265525366,1.34,30.0,1.2804534435272217,103.85501861572266,1010.4053642711239,,2025-07-26T06:04:21Z,0.8,-0.6000000000000001,-0.6000000000000001,25.0
23.6,24.21500503524675,1.23,30.0,1.280448317527771,103.85501861572266,1010.4187148712333,,2025-07-26T06:04:21.300000Z,0.8,-0.6000000000000001,-0.4,25.0
23.6,23.543638804968133,1.23,30.0,1.2804456949234009,103.85502624511719,1010.4187148712333,,2025-07-26T06:04:21.500000Z,0.6000000000000001,-0.6000000000000001,-0.4,25.0
23.6,23.04011413225917,1.23,30.0,1.2804431915283203,103.85502624511719,1010.4187148712333,,2025-07-26T06:04:21.800000Z,0.6000000000000001,-0.6000000000000001,-0.4,25.0
23.6,22.536589459550207,1.23,30.0,1.2804410457611084,103.85504150390625,1010.4187148712333,,2025-07-26T06:04:22Z,0.8,-0.6000000000000001,-0.4,25.0
23.71,21.86522322927159,1.34,30.0,1.2804393768310547,103.85504150390625,1010.4053642711239,,2025-07-26T06:04:22.300000Z,0.8,-0.4,-0.4,25.0
23.71,21.361698556562626,1.34,30.0,1.2804372310638428,103.85504913330078,1010.4053642711239,,2025-07-26T06:04:22.500000Z,1.0,-0.4,-0.6000000000000001,25.0
23.71,21.02601544142332,1.34,30.0,1.2804369926452637,103.85505676269531,1010.4053642711239,,2025-07-26T06:04:22.800000Z,1.0,-0.4,-0.6000000000000001,25.0
23.71,20.522490768714356,1.34,30.0,1.280434489250183,103.85506439208984,1010.4053642711239,,2025-07-26T06:04:23Z,1.2000000000000002,-0.4,-0.2,25.0
23.6,20.522490768714356,1.23,30.0,1.2804332971572876,103.85506439208984,1010.4187148712333,,2025-07-26T06:04:23.300000Z,1.2000000000000002,-0.4,-0.2,25.0
23.6,20.018966096005393,1.23,30.0,1.2804299592971802,103.85507202148438,1010.4187148712333,,2025-07-26T06:04:23.500000Z,1.4000000000000001,-0.4,-0.2,25.0
23.6,19.51544142329643,1.23,30.0,1.28042733669281,103.8550796508789,1010.4187148712333,,2025-07-26T06:04:23.800000Z,1.4000000000000001,-0.4,-0.2,25.0
23.6,18.844075193017815,1.23,30.0,1.2804222106933594,103.8550796508789,1010.4187148712333,,2025-07-26T06:04:24Z,1.2000000000000002,-0.4,-0.2,25.0
23.6,18.172708962739197,1.23,30.0,1.2804170846939087,103.8550796508789,1010.4187148712333,,2025-07-26T06:04:24.300000Z,1.0,-0.6000000000000001,-0.2,25.0
23.6,17.669184290030234,1.23,30.0,1.2804113626480103,103.8550796508789,1010.4187148712333,,2025-07-26T06:04:24.500000Z,0.8,-0.6000000000000001,-0.2,25.0
23.6,17.333501174890927,1.23,30.0,1.2804090976715088,103.85508728027344,1010.4187148712333,,2025-07-26T06:04:24.800000Z,0.8,-0.8,-0.2,25.0
23.6,16.997818059751616,1.23,30.0,1.2804075479507446,103.85508728027344,1010.4187148712333,,2025-07-26T06:04:25Z,0.8,-0.8,0.0,25.0
23.6,17.16565961732127,1.23,30.0,1.280405879020691,103.85509490966797,1010.4187148712333,,2025-07-26T06:04:25.300000Z,0.6000000000000001,-0.8,0.0,25.0
23.6,16.829976502181964,1.23,30.0,1.2804025411605835,103.85509490966797,1010.4187148712333,,2025-07-26T06:04:25.500000Z,0.6000000000000001,-0.8,0.0,25.0
23.6,16.66213494461231,1.23,30.0,1.2804005146026611,103.85509490966797,1010.4187148712333,,2025-07-26T06:04:25.800000Z,0.8,-0.8,-0.2,25.0
23.6,16.494293387042653,1.23,30.0,1.2803974151611328,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:26Z,1.0,-0.8,-0.2,25.0
23.6,16.158610271903346,1.23,30.0,1.2803951501846313,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:26.300000Z,1.0,-0.6000000000000001,-0.2,25.0
23.6,15.990768714333692,1.23,30.0,1.2803934812545776,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:26.500000Z,0.8,-0.6000000000000001,0.0,25.0
23.6,15.15156092648542,1.23,30.0,1.2803889513015747,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:26.800000Z,0.8,-0.6000000000000001,0.0,25.0
23.6,14.31235313863715,1.23,30.0,1.2803850173950195,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:27Z,0.6000000000000001,-0.6000000000000001,0.0,25.0
23.6,13.305303793219224,1.23,30.0,1.2803785800933838,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:27.300000Z,0.6000000000000001,-0.8,0.0,25.0
23.6,13.305303793219224,1.23,30.0,1.2803752422332764,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:27.500000Z,0.6000000000000001,-0.8,0.0,25.0
23.6,12.466096005370952,1.23,30.0,1.2803711891174316,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:27.800000Z,0.4,-1.0,0.0,25.0
23.6,11.626888217522682,1.23,30.0,1.280367136001587,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:28Z,0.2,-1.0,0.0,25.0
23.6,11.459046659953028,1.23,30.0,1.2803632020950317,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:28.300000Z,0.2,-1.0,0.0,25.0
23.6,11.291205102383373,1.23,30.0,1.2803590297698975,103.8551025390625,1010.4187148712333,,2025-07-26T06:04:28.500000Z,0.0,-1.0,0.0,25.0
23.6,11.626888217522682,1.23,30.0,1.2803590297698975,103.85511016845703,1010.4187148712333,,2025-07-26T06:04:28.800000Z,0.0,-1.2000000000000002,-0.2,25.0
23.6,11.626888217522682,1.23,30.0,1.2803568840026855,103.85511779785156,1010.4187148712333,,2025-07-26T06:04:29Z,0.4,-1.2000000000000002,0.0,25.0
23.6,11.459046659953028,1.23,30.0,1.2803534269332886,103.8551254272461,1010.4187148712333,,2025-07-26T06:04:29.300000Z,0.6000000000000001,-1.2000000000000002,0.0,25.0
23.6,11.291205102383373,1.23,30.0,1.2803517580032349,103.8551254272461,1010.4187148712333,,2025-07-26T06:04:29.500000Z,0.8,-1.2000000000000002,0.0,25.0
23.6,10.955521987244065,1.23,30.0,1.2803504467010498,103.8551254272461,1010.4187148712333,,2025-07-26T06:04:29.800000Z,0.8,-1.0,0.0,25.0
23.6,10.78768042967441,1.23,30.0,1.280350685119629,103.85513305664062,1010.4187148712333,,2025-07-26T06:04:30Z,0.8,-0.8,0.0,25.0
23.6,10.619838872104756,1.23,30.0,1.2803490161895752,103.85513305664062,1010.4187148712333,,2025-07-26T06:04:30.300000Z,1.0,-0.8,0.0,25.0
23.6,10.619838872104756,1.23,30.0,1.2803491353988647,103.85513305664062,1010.4187148712333,,2025-07-26T06:04:30.500000Z,1.0,-0.6000000000000001,0.0,25.0
23.6,10.619838872104756,1.23,30.0,1.2803486585617065,103.85514068603516,1010.4187148712333,,2025-07-26T06:04:30.800000Z,0.8,-0.4,0.0,25.0
23.6,10.78768042967441,1.23,30.0,1.280348777770996,103.85514068603516,1010.4187148712333,,2025-07-26T06:04:31Z,0.8,-0.2,0.0,25.0
23.6,10.78768042967441,1.23,30.0,1.2803488969802856,103.85514831542969,1010.4187148712333,,2025-07-26T06:04:31.300000Z,0.8,-0.2,0.0,25.0
23.6,10.78768042967441,1.23,30.0,1.280347466468811,103.85514831542969,1010.4187148712333,,2025-07-26T06:04:31.500000Z,0.8,-0.2,0.0,25.0
23.6,10.619838872104756,1.23,30.0,1.2803467512130737,103.85515594482422,1010.4187148712333,,2025-07-26T06:04:31.800000Z,0.8,-0.2,0.0,25.0
23.6,10.619838872104756,1.23,30.0,1.280346393585205,103.85515594482422,1010.4187148712333,,2025-07-26T06:04:32Z,0.8,0.0,0.0,25.0
23.6,11.291205102383373,1.23,30.0,1.2803491353988647,103.85515594482422,1010.4187148712333,,2025-07-26T06:04:32.300000Z,0.6000000000000001,0.0,0.0,25.0
23.6,11.626888217522682,1.23,30.0,1.280349850654602,103.85516357421875,1010.4187148712333,,2025-07-26T06:04:32.500000Z,0.4,0.0,0.0,25.0
23.6,12.466096005370952,1.23,30.0,1.2803517580032349,103.85516357421875,1010.4187148712333,,2025-07-26T06:04:32.800000Z,0.4,0.0,0.0,25.0
23.6,12.633937562940607,1.23,30.0,1.2803504467010498,103.85517120361328,1010.4187148712333,,2025-07-26T06:04:33Z,0.6000000000000001,0.0,0.0,25.0
23.6,12.801779120510261,1.23,30.0,1.2803500890731812,103.85517120361328,1010.4187148712333,,2025-07-26T06:04:33.300000Z,0.6000000000000001,0.0,0.0,25.0
23.6,12.969620678079915,1.23,30.0,1.2803504467010498,103.85517120361328,1010.4187148712333,,2025-07-26T06:04:33.500000Z,0.6000000000000001,0.0,0.0,25.0
23.6,12.801779120510261,1.23,30.0,1.2803499698638916,103.85517883300781,1010.4187148712333,,2025-07-26T06:04:33.800000Z,0.6000000000000001,0.0,0.0,25.0
23.6,13.13746223564957,1.23,30.0,1.2803499698638916,103.85518646240234,1010.4187148712333,,2025-07-26T06:04:34Z,0.8,0.0,0.0,25.0
23.49,12.969620678079915,1.12,30.0,1.2803492546081543,103.85519409179688,1010.4320654713429,,2025-07-26T06:04:34.300000Z,0.8,0.0,0.0,25.0
23.49,13.305303793219224,1.12,30.0,1.2803493738174438,103.85519409179688,1010.4320654713429,,2025-07-26T06:04:34.500000Z,1.0,0.0,-0.2,25.0
23.49,13.640986908358533,1.12,30.0,1.280351996421814,103.85520935058594,1010.4320654713429,,2025-07-26T06:04:34.800000Z,1.0,0.0,-0.2,25.0
23.49,14.31235313863715,1.12,10.0,1.2803541421890259,103.85520935058594,1010.4320654713429,,2025-07-26T06:04:35Z,1.0,0.0,-0.2,25.0
23.6,14.815877811346112,1.23,10.0,1.2803562879562378,103.85520935058594,1010.4187148712333,,2025-07-26T06:04:35.300000Z,1.0,0.0,-0.2,25.0
23.6,15.15156092648542,1.23,10.0,1.2803566455841064,103.85521697998047,1010.4187148712333,,2025-07-26T06:04:35.500000Z,1.0,-0.2,-0.2,25.0
23.6,15.822927156764038,1.23,10.0,1.280359148979187,103.855224609375,1010.4187148712333,,2025-07-26T06:04:35.800000Z,1.0,-0.2,-0.2,25.0
23.6,15.655085599194383,1.23,10.0,1.2803590297698975,103.85523223876953,1010.4187148712333,,2025-07-26T06:04:36Z,1.0,-0.2,-0.2,25.0
23.6,15.487244041624729,1.23,10.0,1.280358910560608,103.85523986816406,1010.4187148712333,,2025-07-26T06:04:36.300000Z,1.0,-0.2,-0.2,25.0
23.6,14.983719368915766,1.23,10.0,1.2803575992584229,103.85523986816406,1010.4187148712333,,2025-07-26T06:04:36.500000Z,0.8,0.0,-0.2,25.0
23.6,14.983719368915766,1.23,10.0,1.280356764793396,103.8552474975586,1010.4187148712333,,2025-07-26T06:04:36.800000Z,0.8,-0.2,-0.2,25.0
23.6,14.983719368915766,1.23,10.0,1.2803566455841064,103.8552474975586,1010.4187148712333,,2025-07-26T06:04:37Z,0.8,-0.2,-0.2,25.0
23.6,15.655085599194383,1.23,10.0,1.280356526374817,103.85525512695312,1010.4187148712333,,2025-07-26T06:04:37.300000Z,1.0,-0.2,-0.4,25.0
23.6,15.822927156764038,1.23,10.0,1.2803561687469482,103.85526275634766,1010.4187148712333,,2025-07-26T06:04:37.500000Z,1.2000000000000002,-0.4,-0.4,25.0
23.6,16.326451829473,1.23,10.0,1.280355453491211,103.85527038574219,1010.4187148712333,,2025-07-26T06:04:37.800000Z,1.2000000000000002,-0.4,-0.4,25.0
23.6,16.829976502181964,1.23,10.0,1.2803568840026855,103.85527801513672,1010.4187148712333,,2025-07-26T06:04:38Z,1.4000000000000001,-0.4,-0.6000000000000001,25.0
23.6,17.333501174890927,1.23,10.0,1.28035569190979,103.85528564453125,1010.4187148712333,,2025-07-26T06:04:38.300000Z,1.4000000000000001,-0.4,-0.6000000000000001,25.0
23.6,17.83702584759989,1.23,10.0,1.28035569190979,103.85529327392578,1010.4187148712333,,2025-07-26T06:04:38.500000Z,1.4000000000000001,-0.4,-0.6000000000000001,25.0
23.6,18.172708962739197,1.23,10.0,1.280355453491211,103.85529327392578,1010.4187148712333,,2025-07-26T06:04:38.800000Z,1.4000000000000001,-0.4,-0.8,25.0
23.6,18.340550520308852,1.23,10.0,1.2803542613983154,103.85529327392578,1010.4187148712333,,2025-07-26T06:04:39Z,1.6,-0.4,-0.8,25.0
23.6,18.508392077878504,1.23,10.0,1.2803537845611572,103.85530090332031,1010.4187148712333,,2025-07-26T06:04:39.300000Z,1.4000000000000001,-0.4,-0.8,25.0
23.6,18.67623363544816,1.23,10.0,1.280352234840393,103.85530090332031,1010.4187148712333,,2025-07-26T06:04:39.500000Z,1.4000000000000001,-0.4,-0.8,25.0
23.6,18.340550520308852,1.23,10.0,1.2803493738174438,103.85530853271484,1010.4187148712333,,2025-07-26T06:04:39.800000Z,1.4000000000000001,-0.4,-0.6000000000000001,25.0
23.6,18.844075193017815,1.23,10.0,1.2803494930267334,103.85530853271484,1010.4187148712333,,2025-07-26T06:04:40Z,1.2000000000000002,-0.4,-0.8,25.0
23.71,19.85112453843574,1.34,10.0,1.280348777770996,103.85531616210938,1010.4053642711239,,2025-07-26T06:04:40.300000Z,1.2000000000000002,-0.4,-0.8,25.0
23.71,20.018966096005393,1.34,10.0,1.2803469896316528,103.8553237915039,1010.4053642711239,,2025-07-26T06:04:40.500000Z,1.4000000000000001,-0.6000000000000001,-0.8,25.0
23.71,20.018966096005393,1.34,10.0,1.2803467512130737,103.8553237915039,1010.4053642711239,,2025-07-26T06:04:40.800000Z,1.4000000000000001,-0.4,-0.8,25.0
23.71,20.018966096005393,1.34,10.0,1.2803436517715454,103.85533142089844,1010.4053642711239,,2025-07-26T06:04:41Z,1.4000000000000001,-0.4,-0.8,25.0
23.71,19.51544142329643,1.34,10.0,1.2803407907485962,103.85533142089844,1010.4053642711239,,2025-07-26T06:04:41.300000Z,1.2000000000000002,-0.4,-0.8,25.0
23.71,19.179758308157123,1.34,10.0,1.2803386449813843,103.85533142089844,1010.4053642711239,,2025-07-26T06:04:41.500000Z,1.2000000000000002,-0.4,-0.6000000000000001,25.0
23.71,19.347599865726778,1.34,10.0,1.2803386449813843,103.85533142089844,1010.4053642711239,,2025-07-26T06:04:41.800000Z,1.0,-0.4,-0.6000000000000001,25.0
23.71,19.51544142329643,1.34,10.0,1.2803388833999634,103.85533142089844,1010.4053642711239,,2025-07-26T06:04:42Z,0.8,-0.4,-0.4,25.0
23.93,20.018966096005393,1.56,10.0,1.2803397178649902,103.85533142089844,1010.378663070905,,2025-07-26T06:04:42.300000Z,0.8,-0.2,-0.4,25.0
23.93,20.018966096005393,1.56,10.0,1.2803387641906738,103.85533142089844,1010.378663070905,,2025-07-26T06:04:42.500000Z,0.6000000000000001,-0.2,-0.4,25.0
23.93,20.18680765357505,1.56,10.0,1.2803391218185425,103.85533142089844,1010.378663070905,,2025-07-26T06:04:42.800000Z,0.6000000000000001,-0.2,-0.4,25.0
23.93,19.683282980866085,1.56,10.0,1.2803399562835693,103.85533142089844,1010.378663070905,,2025-07-26T06:04:43Z,0.4,-0.2,-0.2,25.0
23.71,20.18680765357505,1.34,10.0,1.280341386795044,103.85533142089844,1010.4053642711239,,2025-07-26T06:04:43.300000Z,0.4,0.0,-0.2,25.0
23.71,20.18680765357505,1.34,10.0,1.2803417444229126,103.85533142089844,1010.4053642711239,,2025-07-26T06:04:43.500000Z,0.4,0.0,-0.2,25.0
23.71,20.354649211144704,1.34,10.0,1.2803412675857544,103.85533905029297,1010.4053642711239,,2025-07-26T06:04:43.800000Z,0.6000000000000001,-0.2,-0.4,25.0
23.71,20.018966096005393,1.34,10.0,1.2803401947021484,103.85533905029297,1010.4053642711239,,2025-07-26T06:04:44Z,0.8,-0.2,-0.4,25.0
23.93,19.683282980866085,1.56,10.0,1.2803397178649902,103.8553466796875,1010.378663070905,,2025-07-26T06:04:44.300000Z,1.0,-0.2,-0.4,25.0
